更新时间,#genre#
20260204 12:08,url

RespoTime,whitelist,#genre#
24.49ms,cctv3,http://38.75.136.137:98/gslb/dsdqca/cctv3hd.m3u8?auth=test20251009
24.64ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
24.71ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
24.92ms,CCTV5,http://38.75.136.137:98/gslb/dsdqca/cctv5hd.m3u8?auth=test20251009
24.98ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
25.21ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist1.m3u8
25.63ms,安州|澜露直播,http://38.75.136.137:82/live1/scy.m3u8?id=scmyaz1&usign=93AynXLPWngxAwDWteZS7g
25.77ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
25.85ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
25.94ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
26.44ms,梓潼|澜露直播,http://38.75.136.137:82/live1/scy.m3u8?id=scmyzt1&usign=93AynXLPWngxAwDWteZS7g
26.46ms,芜湖新闻综合|澜露直播,http://38.75.136.137:82/live1/hoge.m3u8?ip=ahwhtv&id=7&usign=93AynXLPWngxAwDWteZS7g
26.99ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
27.15ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
27.92ms,儿童|Baby TV Eng,http://free.cnlive.club/channel/n59903092/index.m3u8?q=1752629214236
31.45ms,TVB无线新闻,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
31.47ms,CCTV2,http://23.237.228.134/live5/CCTV2.m3u8
32.32ms,陕西卫视,http://23.237.228.134/live6/sichuan.m3u8
32.57ms,广西卫视,http://23.237.228.134/live6/guangxi.m3u8
32.67ms,CCTV17,http://23.237.228.134/live3/CCTV17.m3u8
32.89ms,内蒙古卫视,http://23.237.228.134/live8/neimenggu.m3u8
32.92ms,CCTV8,http://23.237.228.134/live5/CCTV8.m3u8
32.99ms,CCTV5,http://23.237.228.134/live5/CCTV5.m3u8
33.06ms,东南卫视,http://23.237.228.134/live8/gansu.m3u8
33.36ms,江西卫视,http://23.237.228.134/live8/jiangxi.m3u8
33.58ms,CCTV15,http://23.237.228.134/live3/CCTV15.m3u8
34.23ms,CCTV3,http://23.237.228.134/live5/CCTV3.m3u8
34.50ms,吉林卫视,http://23.237.228.134/live8/jilin.m3u8
34.70ms,CCTV14,http://23.237.228.134/live3/CCTV14.m3u8
34.83ms,澳门莲花,http://cdn6.veryfast.filegear-sg.me/live/amlh/stream.m3u8
34.92ms,浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
35.02ms,北京卫视,http://23.237.228.134/live3/beijing.m3u8
35.02ms,湖北卫视,http://23.237.228.134/live6/hubei.m3u8
35.02ms,湖南卫视,http://23.237.228.134/live6/hunan.m3u8
35.10ms,山西卫视,http://23.237.228.134/live8/shanxi.m3u8
35.10ms,黑龙江卫视,http://23.237.228.134/live6/heilongjiang.m3u8
35.27ms,CCTV9,http://23.237.228.134/live5/CCTV9.m3u8
35.57ms,CCTV11,http://23.237.228.134/live3/CCTV11.m3u8
35.68ms,重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
35.99ms,云南卫视,https://stream1.freetv.fun/80324c775b13adbad0757fcd5377e6a54ec9fce61d27cc0cba6c30ed22049c9f.m3u8
36.09ms,CCTV15,https://stream1.freetv.fun/e1fcc9c1398db0b514abbe6289dd1403355081cbc3a9d20d2a3e29b82e476db5.m3u8
36.41ms,剧情片-梦与无线电,https://hd.ijycnd.com/play/zbqqMA7b/index.m3u8
36.51ms,重庆卫视,https://stream1.freetv.fun/bb04cf3c5dd759d4ff3784a39617f5420b570e0464db587458b3196430b09e94.m3u8
36.52ms,CCTV14,https://stream1.freetv.fun/42eff2ece8961ea3482558a01253af9c8362e8f498f71e244233be7bdd11fd65.m3u8
36.75ms,记录片-澳门“食”光,https://hd.ijycnd.com/play/QbYvwDMd/index.m3u8
36.77ms,剧情片-凤凰城等着你,https://hd.ijycnd.com/play/zbq9NRbp/index.m3u8
36.79ms,动作片-凤凰武士,https://hd.ijycnd.com/play/xe75z1b7/index.m3u8
36.85ms,甄嬛传高清15,https://play.xluuss.com/play/9aADg1pe/index.m3u8
37.19ms,剧情片-山影迷踪,https://hd.ijycnd.com/play/xe79VzBb/index.m3u8
37.29ms,甄嬛传高清71,https://play.xluuss.com/play/9b6842Oe/index.m3u8
37.34ms,甄嬛传高清61,https://play.xluuss.com/play/DdwpvRXe/index.m3u8
37.34ms,少女斗恶龙,https://v.cdnlz12.com/20240308/12567_d5565b64/index.m3u8
37.35ms,安徽影视,https://t.freetv.fun/live/an-hui-ying-shi.m3u8
37.36ms,CCTV13,https://stream1.freetv.fun/8322a5f8f9ef01ab3c6b242a7007dbfea4003032f7ddd7e74060d3c9e742c531.m3u8
37.42ms,动作片-霹雳凤凰,https://hd.ijycnd.com/play/vbm6mGdY/index.m3u8
37.43ms,河南卫视,https://stream1.freetv.fun/42d03f5d46664a27303c567a2464e062a4300b5fcc0974f55aa1e63da3baa02f.m3u8
37.49ms,云南卫视,http://23.237.228.134/live8/yunnan.m3u8
37.50ms,CCTV15,https://stream1.freetv.fun/cb3c72e7254e40411c7136bafb32bd8e1b6f4739c265c52851cff323a6a22b77.m3u8
37.59ms,剧情片-千术3决战澳门,https://hd.ijycnd.com/play/6dBq9Jb7/index.m3u8
37.60ms,东方卫视,http://23.237.228.134/live3/dongfang.m3u8
37.62ms,重庆卫视,https://stream1.freetv.fun/7d3790a676d07fee5399a2780e889792b8ec401ef0de7b6e4e58747b63a76e48.m3u8
37.66ms,湖北卫视,https://stream1.freetv.fun/e3949feb45f46bb2a6938302925dd6a468483fe3fda085ac5c9e515c3da120ce.m3u8
37.66ms,吉林卫视,https://stream1.freetv.fun/0b38bb4f01acb16ac008904877df1eac2eac8bc17ab45e48e9d024a6c4e33ca4.m3u8
37.70ms,CCTV1,http://23.237.228.134/live5/CCTV1.m3u8
37.70ms,剧情片-凤凰之歌,https://hd.ijycnd.com/play/QdJ87rva/index.m3u8
37.78ms,重庆卫视,https://stream1.freetv.fun/510f06a8ed50091f676aa58478fc64a819f2d0c2ee23926cfa3d51e9f23f5b4c.m3u8
37.87ms,TUDN (1080p) [Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/tudn/tudn.isml/hls/tudn.m3u8
37.93ms,湖南卫视,https://stream1.freetv.fun/ef71867a8644735b09f5399278a3ce67b0cd46e1100159c789b9240a5bf4c2bb.m3u8
37.94ms,剧情片-二战：凤凰行动,https://hd.ijycnd.com/play/DbDGZpxa/index.m3u8
38.00ms,深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
38.03ms,CCTV4,https://stream1.freetv.fun/6caa56fec0c41d3a0a710a1d0bfcda38105e22d8e4110fabf7ab91a3f203f901.m3u8
38.07ms,江西卫视,https://stream1.freetv.fun/dc1588c05fae45e0e60cf2dccd2870db218b8dc9203e57c8c6c8c1ffc3325960.m3u8
38.11ms,剧情片-凤凰街风雨,https://hd.ijycnd.com/play/6dBrVnd7/index.m3u8
38.13ms,甄嬛传高清75,https://play.xluuss.com/play/Ddwpv2re/index.m3u8
38.14ms,东方卫视,http://23.237.228.134/live6/dongnan.m3u8
38.16ms,CCTV13,https://stream1.freetv.fun/a1968efdac6a00d9b145649a1df4f2f4215882aa467305813824d1953a5b5b33.m3u8
38.17ms,新红楼梦2,https://play.hhuus.com/play/mepBXw6b/index.m3u8
38.17ms,动作片-多米尼克凤凰崛起,https://hd.ijycnd.com/play/qaQ4z6le/index.m3u8
38.21ms,甄嬛传高清59,https://play.xluuss.com/play/nelYNM1a/index.m3u8
38.25ms,CCTV12,http://23.237.228.134/live3/CCTV12.m3u8
38.26ms,江西卫视,https://stream1.freetv.fun/dfb80819b92394b8d001b2a135d0a18949b1f60bd4eb5b3f308022236f7eefbe.m3u8
38.29ms,兵团卫视,https://stream1.freetv.fun/11cd528da0063d7ef3db744cdc208904f48127c954b57c0ddec15afbe9f12dc4.m3u8
38.30ms,CCTV11,https://stream1.freetv.fun/f55a0dc8c0307b296b9df7bbb1e751b12df6f8cad452f9693311ca7bab34e245.m3u8
38.30ms,ARTN TV (1080p) [Not 24/7],https://streamer1.connectto.com/ARTN_mobile/index.m3u8
38.32ms,广东卫视,http://23.237.228.134/live6/guangdong.m3u8
38.39ms,安徽卫视,http://23.237.228.134/live8/anhui.m3u8
38.45ms,CCTV14,https://stream1.freetv.fun/613e64a45ba786d982adb7fa23ecc25c943fada1e41054da62120b55ede05fb9.m3u8
38.46ms,剧情片-澳门1949,https://hd.ijycnd.com/play/QbY68xpd/index.m3u8
